id,Decision_Date,Employer,City_State,Case_Status,Job_Title,Wage_Offer
A-08329-08655,2009-05-07,University Of Illinois At Urbana-champaign,"Urbana, IL",Certified,"Environmental Engineers, Level I",110000/yr
A-08330-09372,2009-05-07,"Hhi, LLC.","Hunt Valley, MD",Certified,"Statisticians, Level I",60000/yr
A-08226-78222,2009-05-06,Q-edge Corporation,"Houston, TX",Certified,"Logisticians, Level IV",75837/yr
A-08227-78662,2009-05-06,Beyer Blinder Belle Architects & Planners Pc,"New York, NY",Certified,"Urban Designer, Level II",32.27/hr
A-08239-82036,2009-05-06,"Punchcut, LLC.","San Francisco, CA",Certified,"Graphic Designer, Level II",62500/yr
A-08247-83698,2009-05-06,"Air Sea Transport, Inc.","Alhambra, CA",Certified,"Market Research Analyst, Level I",37500/yr
A-08275-92350,2009-05-06,"Nomura America Services, LLC.","New York, NY",Certified,"Computer Systems Analyst, Level II",73964/yr
A-08281-93987,2009-05-06,"Pickard Chilton Architects, Inc.","New Haven, CT",Certified,"Architects, Except Landscape & Naval, Level I",46000/yr
A-08283-94718,2009-05-06,"Marvell Semiconductor, Inc.","Santa Clara, CA",Certified,"Electronics Engineer, Level II",89000/yr
A-08289-96221,2009-05-06,"Getfused, Inc.","Norwood, MA",Certified,"Computer Specialists, All Other, Level II",64355/yr
A-08296-98474,2009-05-06,"Pyramid Systems, Inc.","Fairfax, VA",Certified,"Computer Systems Analyst, Level III",90000/yr
A-08309-02139,2009-05-06,"Ubs Ag,","New York, NY",Certified,"Financial Analysts, Level II",85000/yr
A-08324-07504,2009-05-06,"Super Micro Computer, Inc.","San Jose, CA",Certified,"Mechanical Engineer, Level II",82500/yr
A-08335-09985,2009-05-06,Cru Corp.,"South El Monte, CA",Certified,"Market Research Analyst, Level I",37232/yr
A-07158-44357,2009-05-05,"Auramet Trading, LLC.","Fort Lee, NJ",Certified,"Financial Analyst, Level II",70500/yr
A-07248-72645,2009-05-05,"Lee & You Investment, Inc.","Lakeland, FL",Denied,"Market Research Analyst, Level I",40000/yr
A-08158-59408,2009-05-05,Suzuki Music School Of Westport,"Westport, CT",Denied,"Instructional Coordinator, Level I",36150/yr
A-08268-90217,2009-05-05,"Greenwich Capital Markets, Inc.","Greenwich, CT",Certified,"Comp. Software Eng. - Applications, Level III",105000/yr
A-08277-92966,2009-05-05,"Casa Dei Bambini School, Inc.","Pala Alto, CA",Certified,"Pre School Teacher, Level III",15.57/hr
A-08302-00279,2009-05-05,"Allstate Paper & Metal Recycling Co., Inc.","Rancho Cucamonga, CA",Certified,"Market Research Analyst, Level I",34500/yr
A-08318-04929,2009-05-05,"Amind Solutions, LLC.","Issaquah, WA",Certified,"Computer Systems Analyst, Level II",85000/yr
A-08324-07424,2009-05-05,Coconut Grove Montessori School,"Coconut Grove, FL",Certified,"Teacher, Level I",25200/yr
A-08224-77466,2009-05-04,"Unity Microelectronics, Inc.","Plano, TX",Certified,"Management Analysts, Level II",58718/yr
A-08269-90731,2009-05-04,"Take-two Interactive Software, Inc.","Novato, CA",Certified,"Mult-media Artists And Animators, Level II",61735/yr
A-08280-93326,2009-05-04,"Techwell, Inc.","San Jose, CA",Certified,"Computer And Information Scientists, Level I",43.9/hr
A-08291-97037,2009-05-04,G-tech Technology,"City Of Industry, CA",Certified,"Production/management Analyst, Level II",37.31/hr
A-08305-01357,2009-05-04,Washington Hospital Center,"Washington, DC",Certified,"Physicist, Level I",93000/yr
A-08311-02871,2009-05-04,Auburn University,"Auburn, AL",Certified,"P.s. Teachers, All Others, Level I",45000/yr
A-08331-09538,2009-05-04,Rmw Architecture & Interiors,"San Jose, CA",Certified,"Architect, Level II",67974/yr
A-07348-05100,2009-05-01,Valassis,"Deerfield, IL",Certified,"Market Research Analyst, Level III",65000/yr
A-08197-69848,2009-05-01,University Of Massachusetts Amherst,"Amherst, MA",Certified,"Electrical Engineers, R&d, Level II",65562.12/yr
A-08202-71435,2009-05-01,"Webber Law Firm, LLC.","Edina, MN",Certified,"Lawyer, Level I",68141/yr
A-08217-75670,2009-05-01,Wellex Corporation,"Fremont, CA",Certified,"Staff Accountant, Level I",46350/yr
A-08256-86428,2009-05-01,"Eepb, P.c.","Houston, TX",Certified,"Accountants, Level I",38750/yr
A-08260-88072,2009-05-01,Angel Toy Corp.,"Los Angeles, CA",Certified,"Sales Representative, Level II",51000/yr
A-08276-92762,2009-05-01,"Mrs. Bread, Inc.","Walnut, CA",Certified,"Baker, Level II",10.57/hr
A-08277-92890,2009-05-01,"Vicomptel, Inc.","El Monte, CA",Certified,"Market Analyst, Level I",17.82/hr
A-08311-02867,2009-05-01,"Hhi, LLC.","Hunt Valley, MD",Denied,"Business Development Manager, Level II",85925/yr
A-08322-06692,2009-05-01,Thai Community Development Center,"Los Angeles, CA",Certified,"Campaign/public Relations Mgr/specialist, Level II",22.85/hr
A-08331-09841,2009-05-01,"Choicest Holidays, Inc.","S. San Francisco, CA",Certified,"Graphic Designer, Level II",25.2/hr
A-08269-90603,2009-04-30,Tdk Ferrites Corp.,"Shawnee, OK",Certified,"Accountants And Auditors, Level I",50000/yr
A-08282-94319,2009-04-30,American Cancer Society,"Flushing, NY",Certified,"Outreach Coordinator, Level I",24.95/hr
A-08294-97365,2009-04-30,United Commercial Bank,"San Francisco, CA",Certified,"Loan Officers, Level I",22.19/hr
A-08303-00349,2009-04-30,Stryker Instruments,"North Brunswick, NJ",Certified,"Environmental Scientists And Specialists, Including Health, Level II",73360/yr
A-08274-91973,2009-04-29,"Major Trading, Inc.","City Of Industry, CA",Certified,"Accountant, Level II",25.96/hr
A-08287-95391,2009-04-29,"Ftc Technology, Inc.","Santa Clara, CA",Certified,"Mechanical Engineers, Level II",79102/yr
A-08291-97006,2009-04-29,"Imperial Import, LLC.","Honolulu, HI",Certified,"Controller, Level II",64688/yr
A-08295-97744,2009-04-29,"Targetrx, Inc.","Horsham, PA",Certified,"Statistician, Level I",65000/yr
A-08295-97962,2009-04-29,"Unicargo Express, Inc.","Los Angeles, CA",Certified,"Marketing Coordinator, Level I",17.82/hr
A-08330-09294,2009-04-29,The University Of Chicago,"Chicago, IL",Certified,"Business Teachers, Postsecondary, Level I",142000/yr
A-08284-94994,2009-04-28,Missouri State University,"Springfield, MO",Certified,"Education Teachers, Postsecondary, Level II",46000/yr
A-08290-96694,2009-04-28,"Logitech, Inc.","Fremont, CA",Certified,"Mechanical Engineer, Level II",98800/yr
A-08296-98258,2009-04-28,"Diablotek, Inc.","City Of Industry, CA",Certified,"Technical Writers, Level II",61235/yr
A-08296-98496,2009-04-28,"Shoe Magnate, Inc.","City Of Industry, CA",Certified,"Operations Research Analysts, Level I",45614/yr
A-08198-70589,2009-04-27,"Host International, Inc.","Bethesda, MD",Certified,"Auditors, Level II",65000/yr
A-08249-84555,2009-04-27,Displays By Jack,"Fullerton, CA",Certified,"Set & Exhibit Designers, Level III",25.85/hr
A-08259-87589,2009-04-27,"Bizlink Technology, Inc.","Fremont, CA",Certified,"Engineering Managers, Level I",43.98/hr
A-08279-93127,2009-04-27,"Crystal Window & Door Systems, Ltd.","Flushing, NY",Certified,"Budget Analyst, Level II",28.93/hr
A-08284-95093,2009-04-27,Garland Independent School District,"Garland, TX",Certified,"Elementary School Teachers, Level I",45688/yr
A-08287-95528,2009-04-27,"Eagle Entertainment Group, Inc. D/b/a Id8 Creative","Vestal, NY",Certified,"Graphic Designers, Level II",37000/yr
A-08290-96500,2009-04-27,"Fuji Food Products, Incorporated","Santa Fe Springs, CA",Certified,"Marketing Analyst, Level I",37066/yr
A-08294-97392,2009-04-27,"Montgomery Consulting Group, Inc.","Maitland, FL",Certified,"Urban And Regional Planners, Level I",38938/yr
A-08354-15663,2009-04-27,"California State University, Sacramento","Sacramento, CA",Withdrawn,"Business Teachers, Postsecondary, Level I",85008/yr
A-07264-77970,2009-04-24,"World Journal, LLC.","Whitestone, NY",Certified,"Editors, Level II",54200/yr
A-08182-66219,2009-04-24,"4u Services, Inc D/b/a Stellar Services","New York, NY",Certified,"Computer Programmer, Level II",62400/yr
A-08203-71720,2009-04-24,Pricewaterhousecoopers,"Los Angeles, CA",Certified,"Accountant, Level III",93000/yr
A-08225-77792,2009-04-24,"Bcm Technology, Inc. Dba Bcm Advanced Research","Irvine, CA",Certified,"Electronics Engineering Technicians, Level II",30.5/hr
A-08241-82817,2009-04-24,Linkyo Corp.,"Pa Puente, CA",Certified,"Marketing Specialist, Level I",45000/yr
A-08248-84291,2009-04-24,Micro World Corp.,"La Verne, CA",Certified,"Market Research Analyst, Level I",17.9/hr
A-08249-84597,2009-04-24,American Future Technology Corp,"El Monte, CA",Certified,"Accountant, Level II",25.96/hr
A-08255-86143,2009-04-24,"Cv Therapeutics, Inc.","Palo Alto, CA",Certified,"Biochemists And Biophysicists, Level II",112000/yr
A-08259-86802,2009-04-24,"Arenanet, Inc.","Bellevue, WA",Denied,"Multi-media Artists And Animators, Level III",59051/yr
A-08273-91579,2009-04-24,"Deloitte Tax, LLP.","San Jose, CA",Certified,"Accountants, Level III",73445/yr
A-08276-92524,2009-04-24,"The Bascom Group, LLC.","Irvine, CA",Certified,"Real Estate Analyst, Level II",31.25/hr
A-08276-92704,2009-04-24,"Uniq Technologies, Inc.","Duluth, GA",Certified,"Network Systems And Data Communications Analysts, Level I",45635/yr
A-08289-96056,2009-04-24,Automart International,"Addison, IL",Certified,"Administrative Assistant, Level II",37180/yr
A-08295-97803,2009-04-24,"Wichorus, Inc.","San Jose, CA",Certified,"Management Analyst, Level I",27.9/hr
A-08297-98868,2009-04-24,"Corel, Inc.","Mountain View, CA",Certified,"Computer And Information Systems Managers, Level I",90000/yr
A-08298-99130,2009-04-24,Law Offices Of May Liou,"City Of Industry, CA",Certified,"Law Clerk, Level II",38400/yr
A-08214-75189,2009-04-23,"Inteplast Group, Ltd.","Livingston, NJ",Certified,"Market Research Analysts, Level I",55000/yr
A-08281-93794,2009-04-23,Anas Haven Adult Home Care,"Chandler, AZ",Certified,"Home Health Aide/caregiver, Level II",9.8/hr
A-08289-96142,2009-04-23,"Hhi, LLC.","Hunt Valley, MD",Certified,"Bio-statistician, Level II",65000/yr
A-09112-40972,2009-04-23,"Wei-chuan U.s.a., Inc.","Hayward, CA",Withdrawn,"Marketing Analyst, Level I",59982/yr
A-09112-40990,2009-04-23,Mon Chong Loong Trading Corp.,"City Of Industry, CA",Withdrawn,"Market Research Analyst, Level I",50378/yr
A-08203-71821,2009-04-22,C. G. Uhlenberg,"Redwood City, CA",Certified,"Accountants And Auditors, Level II",29.38/hr
A-08246-83526,2009-04-22,"Bottlemate, Inc.","Commerce, CA",Certified,"Market Research Analyst, Level I",17.82/hr
A-08261-88562,2009-04-22,"Newegg, Inc.","City Of Industry, CA",Certified,"Computer Systems Analysts, Level II",62504/yr
A-08263-89220,2009-04-22,Fuji Restaurnat Corporation,"Brookline, MA",Certified,"Chefs And Head Cooks, Level III",17.27/hr
A-08276-92601,2009-04-22,Wellex Corporation,"Fremont, CA",Certified,"Human Resources Assistants, Level III",21.21/hr
A-08277-93055,2009-04-22,Elan Pharmaceuticals,"South San Francisco, CA",Certified,"Computer & Information Systems Managers, Level I",96013/yr
A-08284-94982,2009-04-22,K.l.h Packaging Dba Pack Plus Converting,"Chino, CA",Certified,"Graphic Designer, Level I",3300/mth
A-08189-67830,2009-04-21,"Foxconn Assembly, LLC.","Houston, TX",Certified,"Operations Research Analysts, Level I",51334/yr
A-08248-84359,2009-04-21,"Qualcomm, Inc.","San Diego, CA",Certified,"Computer Software Engineers, Systems Software, Level III",94723/yr
A-08252-84901,2009-04-21,"Moore Stephens Wurth Frazer And Torbet, LLP.","Walnut, CA",Certified,"Auditors, Level II",52083/yr
A-08254-85822,2009-04-21,Georgia Southern University,"Statesboro, GA",Certified,"Education Teachers, Postsecondary, Level I",50000/yr
A-08262-88830,2009-04-21,"Newegg, Inc.","City Of Industry, CA",Certified,"Computer Systems Analysts, Level II",64272/yr
A-08283-94486,2009-04-21,Fayetteville State University,"Fayetteville, NC",Certified,"Psychology Teachers, Postsecondary, Level I",55000/yr
A-08285-95197,2009-04-21,"Front, Inc.","New York, NY",Certified,"Architects, Except Landscape And Naval, Level II",65000/yr
A-08205-72563,2009-04-20,"Mark D. Wade, O.d., P.c.","Fairview Heights, IL",Certified,"Optometrist, Level II",60000/yr
A-08241-82661,2009-04-20,"Balmori Associates, Inc.","New York, NY",Certified,"Landscape Architects, Level II",60050/yr
A-08274-91802,2009-04-20,"Wintec Industries, Inc.","Milpitas, CA",Certified,"Accountant, Level II",28.61/hr
A-08280-93419,2009-04-20,"Horizon Tire,inc.","Houston, TX",Certified,"Economists, Level II",63710/yr
A-08281-94020,2009-04-20,Q-edge Corporation,"Fullerton, CA",Certified,"Public Relations Specialists, Level II",45843/yr
A-09084-35820,2009-04-20,Hntb Corporation,"Santa Clara, CA",Withdrawn,"Urban And Regional Planner, Level IV",104332.8/yr
A-08200-71141,2009-04-17,"Us Airways, Inc.","Pittsburgh, PA",Certified,"Mechanical Engineer, Level I",44450/yr
A-08212-74530,2009-04-17,American First National Bank,"Houston, TX",Certified,"Credit Analysts, Level II",53144/yr
A-08213-74965,2009-04-17,"Legend Footwear, Inc.","City Of Industry, CA",Certified,"Market Research Analyst, Level I",17.9/hr
A-08255-86085,2009-04-17,"Fedex Ground Package System, Inc.","Moon Township, PA",Certified,"Operations Research Analyst, Level I",66780/yr
A-08261-88447,2009-04-17,Palu Ltd.,"Seattle, WA",Certified,"Financial Manager, Level II",90106/yr
A-08263-88987,2009-04-17,Boos & Associates,"Fresno, CA",Certified,"Accountant, Level II",25.61/hr
A-08269-90831,2009-04-17,"Well Trucking, Inc.","Hayward, CA",Certified,"Executive Secretaries And Administrative Assistant, Level II",39374/yr
A-08298-99117,2009-04-17,"Insyde Software, Inc.","Beaverton, OR",Certified,"Software Engineer/ Tiano Bios Specialist., Level II",75560/yr
A-09104-39270,2009-04-17,"Wei-chuan U.s.a., Inc.","Hayward, CA",Withdrawn,"Marketing Analyst, Level I",59982/yr
A-08130-50442,2009-04-16,Cafe Pastry Garden Corp,"Flushing, NY",Denied,"Bakers, Level IV",14.9/hr
A-08204-72070,2009-04-16,"Special Education For Exceptional Kids, Inc.","San Gabriel, CA",Certified,"School Psychologists, Level II",60800/yr
A-08234-80625,2009-04-16,"Finnegan, Henderson, Farabow, Garrett & Dunner, LLP.","Washington, DC",Certified,"Lawyers, Level I",82618/yr
A-08249-84736,2009-04-16,"American Nonwovens, Inc.","Rancho Cucamonga, CA",Certified,"Operations Research Analyst, Level I",42000/yr
A-08253-85208,2009-04-16,"Earthbound, LLC.","New York, NY",Certified,"Graphic Designers, Level II",22.61/hr
A-08257-86757,2009-04-16,Tyan Computer Corproration,"Fremont, CA",Certified,"Electronics Engineering Technicians, Level II",46842/yr
A-08259-87637,2009-04-16,"Holsted Marketing, Inc.","New York, NY",Certified,"Operations Research Analyst, Level I",24.23/hr
A-08260-88006,2009-04-16,"Tustin Music Center, Inc.","Tustin, CA",Certified,"Music Teacher, Level II",16/hr
A-08296-98358,2009-04-16,Cambridgesoft Corporation,"Cambridge, MA",Certified,"Professional Services Manager, Level III",43.61/hr
A-08095-38943,2009-04-15,Fannie Mae,"Washington, DC",Withdrawn,"Financial Analysts, Level II",74157/yr
A-08227-78750,2009-04-15,"Coldwater Creek, Inc.","Sandpoint, ID",Certified,"Set And Exhibit Designers, Level II",35214/yr
A-08248-83972,2009-04-15,Electric Insurance Company,"Beverly, MA",Certified,"Accountants And Auditors, Level II",75000/yr
A-08261-88487,2009-04-15,Saint Edward's School,"Vero Beach, FL",Certified,"Upper School Math Teacher, Level II",39360/yr
A-08263-89238,2009-04-15,"Ideal Property And Realty, Inc.","Alhambra, CA",Certified,"Market Research Analysts, Level I",37232/yr
A-08266-89584,2009-04-14,Novartis Pharmaceuticals Corporation,"East Hanover, NJ",Certified,"Statisticians, Level II",89250/yr
A-08242-82937,2009-04-13,Pixar,"Emeryville, CA",Certified,"Multi-media Artists & Animators, Level I",75389.6/yr
A-08251-84791,2009-04-13,Prince George's County Public Schools,"Greenbelt, MD",Certified,Esol Teacher,47663/yr
A-08262-88749,2009-04-13,"Yahoo, Inc.","San Francisco, CA",Denied,"Computer Swe, Applications, Level II",95000/yr
A-08269-90645,2009-04-13,"Springsoft Usa, Inc.","San Jose, CA",Denied,"Research & Development Engineer, Level II",95000/yr
A-08270-91089,2009-04-13,Vincent Huang & Associates Corp,"City Of Industry, CA",Certified,"Computer Security Specialists, Level II",28/hr
A-08183-66643,2009-04-10,"Harry C. Lin, Cpa, A Professional Corporation","City Of Industry, CA",Certified,"Financial Analyst, Level II",69888/yr
A-08204-72189,2009-04-10,"Synopsys, Inc.","Mountain View, CA",Certified,"Electronics Engineers, Except Computer, Level II",103000/yr
A-08211-73944,2009-04-10,Cincinnati Children's Hospital Medical Center,"Cincinnati, OH",Certified,"Medical Scientists, Except Epidemiologists, Level III",53810/yr
A-08232-79923,2009-04-10,Cameron International Corporation,"City Of Industry, CA",Certified,"Mechanical Engineer, Level II",69597/yr
A-08233-80123,2009-04-10,"Hermes Microvision, Inc.","San Jose, CA",Certified,"Software Engineer, Level II",31.8/hr
A-08234-80656,2009-04-10,"Diamond Wipes International, Inc.","Ontario, CA",Certified,"Management Analyst, Level I",21.8/hr
A-08234-80716,2009-04-10,"New York Mercantile Exchange, Inc.","New York, NY",Certified,"Financial Managers, Branch Or Department, Level I",87500/yr
A-08234-80757,2009-04-10,"Commverge Solutions International, Inc.","Los Angeles, CA",Certified,"Sales Engineers, Level II",72634/yr
A-08239-81837,2009-04-10,"Usglobalsat, Inc.","City Of Industry, CA",Certified,"Electronics Engineers, Level II",74485/yr
A-08240-82463,2009-04-10,"Hi5 Networks, Inc.","San Francisco, CA",Certified,"Network Sys. & Data Communications Analysts, Level III",84344/yr
A-08248-84084,2009-04-10,2san Inc. Dba Acard Technology Corporation,"San Jose, CA",Certified,"Electronics Engineer, Level II",87443/yr
A-08250-84742,2009-04-10,"J. Good-in, Inc.","Brea, CA",Certified,"Graphic Designer, Level I",31408/yr
A-08269-90810,2009-04-10,Enrique Norten Architecture Pc,"New York, NY",Certified,"Architects, Except Landscape And Naval, Level II",61194/yr
A-07249-72802,2009-04-09,"Intersections, Inc.","Chantilly, VA",Certified,"Database Administrators, Level II",75000/yr
A-08218-75897,2009-04-09,"Silicon Motion, Inc.","Milpitas, CA",Certified,"Management Analyst, Level I",27.9/hr
A-08238-81605,2009-04-09,Lucky Chu Lp Dba Japan House,"Plano, TX",Certified,"Food Service Manager, Level I",38500/yr
A-08241-82570,2009-04-09,"First Global Investments, LLC.","El Paso, TX",Certified,"Interpreters And Translators, Level IV",37918/yr
A-08267-89962,2009-04-09,"Direct Service, Inc.","City Of Industry, CA",Certified,"Logistician, Level I",48464/yr
A-08269-90856,2009-04-09,Maxzone Vehicle Lighting Corp,"Fontana, CA",Certified,"Mechanical Engineer, Level I",50000/yr
A-08158-59244,2009-04-08,Payless Shoesource,"Topeka, KS",Certified,"Accountants And Auditors, Level II",49629/yr
A-08182-66227,2009-04-08,Nvidia Corporation,"Santa Clara, CA",Certified,"Electronics Engineer, Level II",90792/yr
A-08219-76392,2009-04-08,Martin/martin Consulting Engineers,"Lakewood, CO",Certified,"Hydraulic Engineer, Level II",29.58/hr
A-08225-77871,2009-04-08,"Foxlink International, Inc.","Brea, CA",Certified,"Database Administrator, Level I",44928/yr
A-08231-79315,2009-04-08,Asus Computer International,"Fremont, CA",Certified,"Int'l Channel Account Manager, Level II",54288/yr
A-08231-79537,2009-04-08,Nvidia Corporation,"Santa Clara, CA",Certified,"Computer Sw Eng, Systems Sw, Level III",105788.8/yr
A-08233-80014,2009-04-08,"Bajibot Media, Inc.","New York, NY",Certified,"Multimedia Artists And Animators, Level II",53000/yr
A-08240-82078,2009-04-08,"Fuji Co, Inc.","El Monte, CA",Certified,"Market Research Analyst, Level I",17.9/hr
A-08262-88958,2009-04-08,"Super Micro Computer, Inc.","San Jose, CA",Certified,"Mechanical Engineer, Level II",82035/yr
A-08266-89425,2009-04-08,"Advanced Media, Inc.","Diamond Bar, CA",Certified,"Management Analyst, Level I",51500/yr
A-08218-75931,2009-04-07,"Silicon Motion, Inc.","Milpitas, CA",Certified,"Electronics Engineers, Level II",42.04/hr
A-08228-78981,2009-04-07,Monkee's Chinese Restaurant Inc. Dba Chul Ga Bang,"Torrance, CA",Certified,"Chinese Style Food Cook, Level IV",12.1/hr
A-08242-82972,2009-04-07,Linkyo Corp.,"La Puente, CA",Certified,"Operation Research Analyst, Level I",45614/yr
A-08171-62926,2009-04-06,"Yorke, Burke, & Lee, Cpas' Pa","Gaithersburg, MD",Certified,"Database Administrator, Level II",25.69/hr
A-08198-70430,2009-04-06,G-tech Technology,"City Of Industry, CA",Certified,"Market Research Analyst, Level I",38000/yr
A-08228-79079,2009-04-06,"Moonlight Bridal Design, Inc.","Irvine, CA",Certified,"Technical Writer, Level II",26.48/hr
A-08228-79101,2009-04-06,"Chan & Zhang, LLP.","City Of Industry, CA",Certified,"Taxation Analyst, Level II",52083/yr
A-08228-79143,2009-04-06,Nvidia Corporation,"Santa Clara, CA",Certified,"Computer Sw Eng, Systems, Level II",125000/yr
A-08234-80616,2009-04-06,"Modules Technology, Inc.","San Jose, CA",Certified,"Electronics Engineers, Except Computer, Level II",87445/yr
A-08239-82039,2009-04-06,"Scl Enterprise, Inc.","Hacienda Heights, CA",Certified,"Financial And Market Analyst, Level I",25.35/hr
A-08213-74983,2009-04-03,Harry Ching-jyi Lin,"City Of Industry, CA",Denied,"Financial Analyst, Level II",69888/yr
A-08218-76022,2009-04-03,"Lollicup Usa, Inc.","City Of Industry, CA",Certified-expired,"Market Research Analyst, Level I",37500/yr
A-08219-76470,2009-04-03,"Clt Computers, Inc.","Walnut, CA",Certified-expired,"Computer & Information Systems Manager, Level I",74090/yr
A-08220-76661,2009-04-03,"Steven & Ivy Llc, Dba: Ray & M Services","Houston, TX",Certified-expired,"Management Analyst, Level II",45000/yr
A-08220-76836,2009-04-03,"Ariel Premium Supply, Inc.","Saint Louis, MO",Certified-expired,"Human Resources Manager, Level II",76003/yr
A-08221-77077,2009-04-03,"Draco Natural Products, Inc.","San Jose, CA",Certified-expired,"Food Scientists And Technologists, Level II",25.93/hr
A-08225-77638,2009-04-03,"Ares Operations, LLC.","Los Angeles, CA",Certified-expired,"Computer Systems Analyst, Level II",90000/yr
A-08227-78562,2009-04-03,"Applied Materials, Inc.","Santa Clara, CA",Certified-expired,"Sales Engineer, Level II",86923.2/yr
A-08232-79951,2009-04-03,"Reins International Usa, Inc.","Gardena, CA",Certified-expired,"Market Research Analyst, Level II",84000/yr
A-08189-67683,2009-04-02,Good Samaritan Hospital,"Los Angeles, CA",Certified-expired,"Occupational Therapist, Level II",62629/yr
A-08212-74332,2009-04-02,"Super Micro Computer, Inc.","San Jose, CA",Certified-expired,"Computer Hardware Engineer, Level II",94000/yr
A-08217-75421,2009-04-02,The Ohio State University,"Columbus, OH",Certified-expired,"Health Speciality Teacher, Postsecondary, Level III",91500/yr
A-08217-75663,2009-04-02,North & South Market Adult Day Health,"San Francisco, CA",Certified-expired,"Medical And Public Health Social Workers, Level II",50606/yr
A-08219-76266,2009-04-02,"Fleet Street, Ltd.","New York, NY",Certified-expired,"Computer Specialist, Level II",27.17/hr
A-08227-78675,2009-04-02,"Interdigital Communication, LLC.","Melville, NY",Certified-expired,"Sr. Engineer, Air Interface & Rf Systems, Level III",90500/yr
A-08231-79409,2009-04-02,Top 8 Construction Corp.,"Flushing, NY",Certified-expired,"Civil Engineers, Level II",67059/yr
A-08233-80216,2009-04-02,"Upwind Technology, Inc.","Sterling Heights, MI",Certified-expired,"Mechanical Engineer, Level II",65000/yr
A-08234-80438,2009-04-02,"Aplogics Technologies, Inc.","Redwood City, CA",Certified-expired,"Computer Systems Analyst, Level II",71573/yr
A-08294-97352,2009-04-02,"App Pharmaceuticals, LLC.","Melrose Park, IL",Withdrawn,"Biomedical Engineer, Level III",77459/yr
A-08163-60515,2009-04-01,"Berkeley Advanced Biomaterials, Inc.","Berkeley, CA",Certified-expired,"Purchasing Agents, Except Wholesale, Retail, And Farm Products, Level II",25.29/hr
A-08192-69064,2009-04-01,"Agile Rf, Inc.","Goleta, CA",Certified-expired,"Electrionics Engineers, Level III",43.95/hr
A-08199-70822,2009-04-01,Arc International Corp,"City Of Industry, CA",Certified-expired,"Industrial Engineers, Level II",64459/yr
A-08215-75330,2009-04-01,Fmr Corp.,"Durham, NC",Certified-expired,"Computer Hardware Engineers, Level II",84490/yr
A-08218-76041,2009-04-01,"Yuan Yuan Enterprise, Inc.","San Gabriel, CA",Certified-expired,"Marketing Analyst, Level I",17.9/hr
A-08219-76383,2009-04-01,"Interpro Microsystems, Inc.","Fremont, CA",Certified-expired,"Market Research Analysts, Level I",48000/yr
A-08232-79812,2009-04-01,"Schwinghammer Lighting, LLC.","New York, NY",Certified-expired,"Designers, All Others, Level I",29099/yr
A-08210-73726,2009-03-31,"Canton Restaurant, Inc.","Steamboat Springs, CO",Denied,"Head Cook, Level II",17.75/hr
A-08212-74584,2009-03-31,"Queen's Bakery, Inc.","Los Angeles, CA",Certified-expired,"Market Research Analyst, Level I",17.9/hr
A-08213-74942,2009-03-31,Staiart International Ltd.,"Huntington Beach, CA",Certified-expired,"Market Research Analyst, Level I",19.48/hr
A-09071-33357,2009-03-31,"Golden Star Dragon, Inc.","Pearland, TX",Denied,,41475/yr
A-08182-66297,2009-03-30,"Sparkfactor Design, Inc.","Palo Alto, CA",Certified-expired,"Credit Analyst, Level II",28.4/hr
A-08185-67346,2009-03-30,"Micron Technology, Inc.","Boise, ID",Certified-expired,"Electrical Engineer, Level I",54122/yr
A-08191-68662,2009-03-30,"Agilent Technologies, Inc.","Westlake Village, CA",Certified-expired,"Computer Software Engineer, Application, Level III",90000/yr
A-08199-70961,2009-03-30,Dillingham Associates,"Berkeley, CA",Certified-expired,"Landscape Architects, Level II",29.5/hr
A-08210-73724,2009-03-30,Prosetta Corporation,"San Francisco, CA",Certified-expired,"Medical Scientists, Level I",58510/yr
A-08217-75484,2009-03-30,Housing Authority Risk Retention Group,"Cheshire, CT",Certified-expired,"Compliance Officer, Exc, Level II",49500/yr
A-08228-79090,2009-03-30,"Worldwide Rebates, Inc.","Deerfield Beach, FL",Certified-expired,"Market Research Analysts, Level I",32000/yr
A-08231-79311,2009-03-30,"Super Micro Computer, Inc.","San Jose, CA",Certified-expired,"Product Engineering Manager, Level I",104835/yr
A-08240-82164,2009-03-30,"Sigmatron International, Inc.","Elk Grove Village, IL",Certified-expired,"Operations Research Analysts, Level I",50544/yr
A-08126-48980,2009-03-27,"Carollo Engineers, P.c.","Fountain Valley, CA",Certified-expired,"Civil Engineers, Level I",72960/yr
A-08142-54295,2009-03-27,"Marlabs, Inc.","Edison, NJ",Certified-expired,"Computer Software Engineers, Applications, Level II",36.94/hr
A-08192-68705,2009-03-27,"Fitzgerald & Fitzgerald, P.c.","Yonkers, NY",Certified-expired,"Lawyers, Level I",80000/yr
A-08193-69134,2009-03-27,Atmel Corporation,"San Jose, CA",Certified-expired,"Electronics Engineer, Level II",87444/yr
A-08203-71519,2009-03-27,"Crystal Window & Door Systems, Ltd.","Flushing, NY",Certified-expired,"Commercial And Industrial Designers, Level III",67000/yr
A-08221-77140,2009-03-27,"Adly Moto, LLC.","Irving, TX",Certified-expired,"Market Research Analysts, Level I",36317/yr
A-08224-77544,2009-03-27,"Crystal Window & Door Systems, Ltd.","Flushing, NY",Certified-expired,"Copy Writers, Level I",38500/yr
A-08224-77557,2009-03-27,Chen-tech Industries,"Irvine, CA",Certified-expired,"Market Research Analyst, Level I",40518/yr
